season,episode,actor,dialogue
5,8,JERRY,All right?
5,8,NEWMAN,"Yeah, yeah."
5,8,JERRY,"All right, I'll see you later."
5,8,NEWMAN,What are you doing?
5,8,JERRY,I'm watching Edward Scissorhands.
5,8,NEWMAN,"Oh, can I watch a little? Cuz it's my favorite movie."
5,8,JERRY,Yeah all right.
5,8,JERRY,You want something to drink?
5,8,NEWMAN,No. No.
5,8,JERRY,"If you want to watch, sit down. You're making me nervous. I tell you this Scissorhands is a he'll of a barber."
5,8,NEWMAN,"Gotta go. Oh gee, I dropped a nickel"
5,8,ENZO,Did you get it?  Oh you done good Newman.
5,8,NEWMAN,It was a cinch. Where are you going?
5,8,ENZO,Io volgio vandetta.
5,8,ELAINE,"Nine hundred. Do I hear a thousand? Ladies, he is a Harvard graduate."
5,8,WOMAN,A thousand.
5,8,ELAINE,"A thousand. Okay, a thousand once, a thousand twice, a thousand three times, sold to the lucky lady in the third row. Congratulations, thank you so much."
5,8,ELAINE,"Okay next bachelor is number, um 124 on your program. He's uh, he's a high school graduate."
5,8,KRAMER,Equivalency.
5,8,ELAINE,"Oh, uh equivalency. A high school equivalency program graduate. He's uh, self-employed. He's... I don't know, six foot three, 190 pounds, he likes, uh... fruit, and he just got uh, a haircut."
5,8,ELAINE,"Oh, Kramer. Okay uh, why don't we start the bidding. Do I hear, um, five bucks?"
5,8,JERRY,"I don't get this Scissorhands. What, is he supposed to be like a super hero, like Green Lantern or somebody? What's with this guy?  Just asking."
5,8,JERRY,Who is it?
5,8,ENZO,Enzo Manginero.
5,8,JERRY,"Oh my god, he knows. Go. One second."
5,8,ENZO,It was you that was in Gino's apartment the other night.
5,8,JERRY,No I wasn't there.
5,8,ENZO,Don't lie. I know it was you. I get a sample of your hair. I match them up.
5,8,JERRY,"Sample?  Newman. Uh, I was there but I was just dropping off a book."
5,8,GINO,Don't Jerry.
5,8,ENZO,"So, it's true."
5,8,GINO,Yes it's true.
5,8,ENZO,I'm going to kill the both of you.
5,8,GEORGE,"Mr. Tuttle, you're back."
5,8,TUTTLE,"George, I'm surprised to see you here."
5,8,GEORGE,You are?
5,8,TUTTLE,I thought you would have taken the large office.
5,8,GEORGE,Oh. Really.
5,8,TUTTLE,I guess I didn't make that clear when I hired you. So where's that Pensky file? Let's see what you've been up to all week.
5,8,GEORGE,"Ah, here it is."
5,8,TUTTLE,What have you been doing all week?
5,8,GEORGE,We'll you missed a lovely little party that we had for Grace.
5,8,TUTTLE,You haven't done anything with this.
5,8,GEORGE,We'll bear in mind that I am in the smaller office.
5,8,TUTTLE,I'm beginning to wonder if you understand anything.
5,8,GEORGE,You are aware that Pensky is interested in me.
5,8,TUTTLE,You're not Pensky material.
5,8,GEORGE,"Really? Well, we'll just see about that. Ta-ta, Tut-tle."
5,8,PENSKY,"Gee George, I'm sorry I gave you the wrong impression. What is was going to say was, now you are aware that our Board of Directors has been indicted, myself included, and we're prohibited from doing business until the investigation is completed. So obviously, we would have no use for you."
5,8,GEORGE,Obviously.
5,8,PENSKY,Yes.
5,8,SECRETARY,"Excuse me, but Mr. Costanza's car is being towed."
5,8,KRAMER,So when are you gonna be able to go out?
5,8,NEWMAN,Not for a while.
5,9,JERRY,"If there's a serial killer lose in your neighborhood, it seems like the safest thing is to be the neighbor. They never kill the neighbor. The neighbor always survives to do the interview afterwards. Right? `Oh, he was kind of quiet.`I love these neighbors. They're never disturbed by the sounds of murdering, just stereo. Chain saws, people screaming, fine. Just keep the music down. And all these women who always fall in love with the serial killer. They write to him in prison. Here's a woman that's hard to disappoint. I guess she's only upset when she finds out he's stopped killing people and she goes `You know sometimes I feel like I don't even know who you are anymore`."
5,9,JERRY,No eight years isn't such a long streak.
5,9,ELAINE,It isn't?
5,9,JERRY,No I haven't vomited in thirteen years.
5,9,ELAINE,Get out!
5,9,JERRY,Not since June 29 1980.
5,9,ELAINE,You remember the date?
5,9,JERRY,"Yes, because my previous vomit was also June 29th... 1972. That's why during the '80 vomit, I was yelling to George `Can you believe it? I'm vomiting on June 29th again.`"
5,9,ELAINE,"Boy, you know when Joel told me he hadn't thrown up in eight years, I was wondering if he was normal."
5,9,JERRY,No Elaine he's normal. Your boyfriend is a normal guy. He just happens to have the same name as one of the worst serial killers in the history of New-York.
5,9,ELAINE,"Yeah... Oh Jer, I gotta go. I gotta go."
5,9,JOANNE,"Hi, we just saw your boyfriend at a bus stop."
5,9,ELAINE,"Oh, yeah?"
5,9,JOANNE,Yeah. What's his name?
5,9,ELAINE,Joel...
5,9,JOANNE,Joel what?
5,9,ELAINE,Uh... Rifkin.
5,9,MICHAEL,Rifkin? Joel Rifkin?
5,9,ELAINE,Yeah. It's just a coincidence obviously.
5,9,MICHAEL,Guess you better keep on his good side.
5,9,ELAINE,Very funny. That's very funny.
5,9,JOANNE,I wouldn't sleep with my back to him if I we're you.
5,9,ELAINE,All right. We'll that's enough of that. That's enough.
5,9,MICHAEL,Hey Elaine listen. If you smell anything decaying in the trunk of his car...
5,9,ELAINE,"OK look this is my boyfriend we're talking about OK? And he's a gentlemen, he's good looking, he's a good shaver and he hasn't thrown up in eigth years so just shut up about him! Shut up!"
5,9,ELAINE,"The whole city is talking about this monster Joel Rifkin, and I am dating a Joel Rifkin."
5,9,JERRY,But you like your Joel Rifkin.
5,9,ELAINE,Yeah. I just wish he has a different name.
5,9,JERRY,Ask him to change it.
5,9,ELAINE,You can't ask a person to change their name.
5,9,JERRY,Why not?
5,9,ELAINE,Would you change yours?
5,9,JERRY,If someone asked me nicely. I'm Claude Seinfeld.
5,9,ELAINE,"Hey, how many people did Rifkin strangle? Eighteen?"
5,9,JERRY,Yeah. Eighteen strangles.
5,9,KRAMER,You know why Rifkin was a serial killer? Because he was adopted. Just like Son of Sam was adopted. So apparently adoption leads to serial killing.
5,9,ELAINE,You know Joel and I have an extra ticket to the Giants game.
5,9,KRAMER,I'll go.
5,9,ELAINE,O.K. I'll leave the ticket for you at will call.
5,9,KRAMER,Yeah! Ooh!
5,9,ELAINE,You think I should have asked George?
5,9,JERRY,Hey did you hear that George got back with Karen?
5,9,ELAINE,Karen?
5,9,JERRY,Risotto.
5,9,ELAINE,Oh! The Risotto broad.
5,9,JERRY,Yeah. He's really got a good thing with her. In fact I'm doubling with them tonight.
5,9,ELAINE,I tought you didn't like double dates.
5,9,JERRY,"George likes them, he feels it's a good personality showcase. He likes a date to see him with a friend so she can get a window into his nondate personality."
5,9,ELAINE,I've looked through that window and screamed at him to shut the blinds.
5,9,JERRY,"He feels he's funnier, more relaxed."
5,9,ELAINE,And you're taking...
5,9,JERRY,Jody the masseuse.
5,9,ELAINE,"Hey, did you get a massage yet?"
5,9,JERRY,No! How many times do I have to go out with her before I get a massage?
5,9,ELAINE,"Jerry, she gives massages all day. She doesn't wanna to give them on dates."
5,9,JERRY,Yeah I know... She just wants to have sex.
5,9,ELAINE,So what?
5,9,JERRY,"So it's like going to Idhao and eating carrots. I like carrots, but I'm in Idhao, I want a potato."
5,9,GEORGE,"So I go into this clothing store and the saleswoman is wearing this  low cut thing. So I said to her `Can I ask you a question? When you put on a top like that, what's your tought process? What's going on in your mind?`"
5,9,KAREN,That is so funny.
5,9,GEORGE,You're listening to this?
5,9,JODI,Yeah. I heard you.
5,9,JERRY,My neck is killing me. Right in this spot. Very tender over here.
5,9,JODI,So what did she say?
5,9,GEORGE,We'll nothing. I didn't actually say that.
5,9,JODI,You just said that you said it.
5,9,GEORGE,"Sweetheart, I was exaggerating."
5,9,KAREN,I'm learning a lot about you tonight George. I've never seen you like this.
5,9,JERRY,It's like somebody's pulling on wires back here.
5,9,GEORGE,You know it's like you never see a really attractive woman getting a traffic ticket.
5,9,JODI,How can you say that? My sister got a ticket last week. Are you saying she's not attractive?
5,9,GEORGE,"We'll I've never met your sister but obviously these are not hard-and-fast rules. Darling, the tea is getting a little cold sweetheart."
5,9,JODI,Can we go?
5,9,JERRY,Yeah. Let's go.
5,9,KAREN,So soon?
5,9,JERRY,Yeah. Good seeing you again Karen.
5,9,KAREN,Yeah.
5,9,JODI,Nice meeting you Karen.
5,9,KAREN,Yeah. Nice to meet you too and I'm gonna call you about that massage.
5,9,JODI,Oh yeah.
5,9,GEORGE,Jody let's do this agian real soon
5,9,JODI,Yeah.
5,9,JERRY,I strained my neck last night.
5,9,JODI,"Really, how?"
5,9,JERRY,I tried brushing my teeth by holding the brush and moving my head from side to side. It didn't work.
5,9,JODI,So what's the deal with your friend George?
5,9,JERRY,No deal. Why?
5,9,JODI,What was all that `attractive women not getting tickets`nonsense?
5,9,JERRY,"Oh we'll, he was just showcasing his nondate pesonality."
5,9,JODI,I don't know how you can hang out with that guy.
5,9,JERRY,Yeah. Sometimes he really makes me tense
5,9,JODI,Did you see the way that he was eating?
5,9,JERRY,"Yeah, he's disgusting."
5,9,JODI,"I have to tell you, I really don't like him."
5,9,JERRY,"Yeah, me either."
5,9,JODI,It's just I hate that type.
5,9,JERRY,"Yeah, he's a bad seed."
5,9,JODI,"Now you however, you, I like."
5,9,JERRY,What are you doing?
5,9,JODI,What do you think I'm doing?
5,9,GEORGE,"So, what do you think?"
5,9,KAREN,Really enjoyed it.
5,9,GEORGE,Jody's nice.
5,9,KAREN,She's very nice. Let's discuss this later.
5,9,GEORGE,You think she liked me? She seemed to like me.
5,9,KAREN,Yeah
5,9,GEORGE,I was personable. Don't you think I was personable?
5,9,KAREN,You we're extremely personable.
5,9,GEORGE,I tought I picked up a little something. I'm very good at this. Did you pick up anything?
5,9,KAREN,I didn't pick up anything.
5,9,GEORGE,"The second time I sent the noodles back, I tought she made a face..."
5,9,KAREN,I didn't see a face.
5,9,GEORGE,I tought I saw a face.
5,9,KAREN,"Anyhow, what is the difference?"
5,9,GEORGE,No difference. I could care less. She's Jerry's girlfriend.
5,9,KAREN,"George, George, instead of talking about this, we could be... you know..."
5,9,GEORGE,He he he he
5,9,KAREN,Ah ah ah ah
5,9,GEORGE,So you think she likes me?
5,9,ELAINE,Uhh! What are you doing?
5,9,JOEL,Massaging your neck.
5,9,ELAINE,Oh. Huh. Of course. Massaging.
5,9,JOEL,"Uh, boning up on football?"
5,9,ELAINE,"Yeah, yeah. You know what? There are a lot of players named Deon these days. What a cool name, Deon. If I we're gonna change my name, I'd go with Deon."
5,9,JOEL,Deon Benes?
5,9,ELAINE,"We'll as a woman, it makes no sense. But, I mean, let's say I was you. And I decided I was gonna change my name for no real reasons whatsoever-- Deon Rifkin. Wow! That is so cool."
5,9,JOEL,D-Deon Rifkin?
5,9,ELAINE,"We'll maybe you're not the Dion type. O.K. then let's see, let's see, what do we got?  Oh! Oh oh oh! O.J.! O.J. Rifkin! You don't even use a name, it's just initials. Oh please please please change your name to O.J.! Please, it would be so great!"
5,9,JOEL,Elaine! What is going on?
5,9,GEORGE,She stayed over?
5,9,JERRY,Yeah.
5,9,GEORGE,The sex wasn't so good?
5,9,JERRY,No. The sex was fabulous.
5,9,GEORGE,So?
5,9,JERRY,I want the massage!
5,9,GEORGE,Did you ask her?
5,9,JERRY,"I tried putting her hands there  but she pulls it away immediately, she's not into it."
5,9,GEORGE,Why not?
5,9,JERRY,I guess ''cause it's her job. It's very frustrating.
5,9,GEORGE,So we had a good time... the four of us.
5,9,JERRY,Yeah.
5,9,GEORGE,We all got along. Everyone seemed very pleasant.
5,9,JERRY,Yeah.
5,9,GEORGE,What did Jodi say?
5,9,JERRY,She had a good time.
5,9,GEORGE,Is that it?
5,9,JERRY,Pretty much.
5,9,GEORGE,"Did she say anything about, uh..."
5,9,JERRY,What?
5,9,GEORGE,Nah. It's all right. Great! She had a good time.
5,9,JERRY,Yeah
5,9,GEORGE,You just hesitated.
5,9,JERRY,I was blowing on the coffee.
5,9,GEORGE,She didn't like me?
5,9,JERRY,Look it's not like you're gonna be spending a lot of time with her.
5,9,GEORGE,So she doesn't like me?
5,9,JERRY,No.
5,9,GEORGE,She said that?
5,9,JERRY,Yes.
5,9,GEORGE,She told you she doesn't like me!
5,9,JERRY,Yes.
5,9,GEORGE,What we're her exact--
5,9,JERRY,`I don't like him.`
5,9,GEORGE,Uh-Huh  Why didn't she like me?
5,9,JERRY,Not everybody likes everybody!
5,9,GEORGE,I tried to be nice. I wasn't nice?
5,9,JERRY,You we're very nice!
5,9,GEORGE,I bent over backwards for that woman! Is it that thing I said about her sister?
5,9,JERRY,It has nothing to do with her sister.
5,9,GEORGE,"I don't even know her sister but believe me, if she's getting traffic tickets, she's not that good-looking! Woah"
5,9,GEORGE,You vomited in 1987.
5,9,JERRY,Oh no. That was the dry heaves.
5,9,JERRY,Jodi.
5,9,JODI,"Hey, Jerry."
5,9,GEORGE,Ha! Ha! Hey!
5,9,JERRY,What are you doing here?
5,9,JODI,I was giving Kramer a massage.
5,9,JERRY,Kramer!
5,9,JODI,I got to run. I have an appointment downtown.
5,9,GEORGE,Here. Let me take your tabe downstairs for you.
5,9,JODI,No that's O.K.
5,9,GEORGE,Please give it to me. I love to help people. This is what I do. Come on. I'm going this way.
5,9,JERRY,I'll see you tonight.
5,9,KRAMER,Hey! I am looser than creamed corn!
5,9,JERRY,Who told you to get a massage from her. I haven't gotten a massage from her yet!
5,9,KRAMER,You don't know what you're missing buddy.
5,9,GEORGE,"No one hails a cab like me. My hailing technique is unmatched. I get the wrist going from side to side and boom! Cabs are crashing into themselves to just pick me up. All right, here we go. Let me get door. Feminists aside, I know women like the door holding. Here we are all righty. O.K. Jodi let's get together again real soon and say hello to your sister for me."
5,9,JODI,You've never met.
5,9,GEORGE,"Whatever. Believe me, if I wasn't involved right now, I wouldn't mind being set up. Something tells me she's a knockout."
5,9,KRAMER,"First she sets the mood perfectly with this new age music played over ocean sounds. Then she lays you out on this table, and she proceeds to rub oil over your entire body. And she rubs long... and deep... Jerry, she rubs with love. Every muscles she touches just... ooo-zz-es. Beneath those silky, soft fingers, you can scarcely contain yourself, buddy."
5,9,JERRY,So you had a good time.
5,9,KRAMER,Oh... yeah...
5,9,JERRY,Enjoyed yourself.
5,9,KRAMER,Very... much...
5,9,JERRY,All right now you listen and you listen good!
5,9,KRAMER,What!
5,9,JERRY,The massages are out!
5,9,KRAMER,Wha--
5,9,JERRY,Ahh!!! They're out!
5,9,KRAMER,Why?!
5,9,JERRY,"Because if I can't get one, you're not getting one."
5,9,KRAMER,Wait a minute! Wait a minute! I need my massages! Can't you see I'm burned out!
5,9,JERRY,"I'm sorry, Kramer."
5,9,KRAMER,"Why? Why? Look, I paid for her."
5,9,JERRY,Don't you ever talk about her like that!
5,9,KRAMER,But why?
5,9,JERRY,That's final!!!
5,9,KRAMER,Ah!!! Yahh!!!
5,9,ANNOUNCER,"Ladies and Gentlemen, welcome to Giants stadium."
5,9,ELAINE,"Oh, you have photos in your wallet?"
5,9,JOEL,Yeah. Why? Is that weird?
5,9,ELAINE,"No, it's normal. You're very normal. You're totally normal. Who's this?"
5,9,JOEL,That's my mother.
5,9,ELAINE,Oh yeah. I see the resemblance.
5,9,JOEL,"No, there's no resemblance."
5,9,ELAINE,"Yeah, there is, right here you see--"
5,9,JOEL,"Elaine, I was adopted."
5,9,ELAINE,Oh. That's nice.
5,9,JOEL,"Oh, the game's about to start. I wonder where your friend Kramer is."
5,9,KRAMER,"Uh, yeah, a ticket for Kramer."
5,9,TICKET MAN,Here it is. I need some I.D.
5,9,KRAMER,"Oh, yeah. You know, I forgot my wallet."
5,9,TICKET MAN,"Well, I can't give it to you then."
5,9,KRAMER,Are you kidding me?
5,9,TICKET MAN,I'm afraid not.
5,9,KRAMER,"Come on, just look at me. Tell me I'm not Kramer."
5,9,TICKET MAN,I'm sorry. I need proof.
5,9,KRAMER,"Look, I'll drive out here tomorrow and I'll show the I.D. I got nothing to do all day."
5,9,TICKET MAN,"Neither do I. But without I.D., I need confirmation from the person who left the ticket."
5,9,KRAMER,Where's a phone?
5,9,ANNOUNCER,"Ladies and gentlemen, may I have your attention, please? Would Joel Rifkin report to the stadium office. Joel Rifkin...telephone."
5,9,JOEL,Who would be calling me here?
5,9,ELAINE,He's not the murderer.
5,9,KRAMER,"Oh, God."
5,9,JERRY,What's the matter with you?
5,9,KRAMER,"Jerry, I need another massage!"
5,9,JERRY,You just had one yesterday. What do you need another one for?
5,9,KRAMER,"Because of the Giant game! I told you, It went overtime! You know what those seats are like. They're very unforgiving."
5,9,JERRY,Oh please.
5,9,KRAMER,"And then the game-winning field goal went over the net and into the crowd and I dove over three rows! My back, it's killing me!  It's killing me Jerry!"
5,9,JERRY,"Well, did you get the ball?"
5,9,KRAMER,Oh I got the ball.
5,9,JERRY,"Well, I never even caught a foul ball at a baseball game."
5,9,KRAMER,"Well, It's quite a thrill."
5,9,JERRY,Why don't you get somebody else?
5,9,KRAMER,Because nobody does it like she does. She's the best.
5,9,JERRY,"Well, that's it! Tonight's the night. I'm getting one. No `if and's or but's`."
5,9,KRAMER,What about my massage?
5,9,JERRY,Ask Newman.
5,9,GEORGE,So I lugged that table. That big heavy massage table all the way down to the cab! You ever seen one of those things?
5,9,KAREN,Of course.
5,9,GEORGE,"No, I don't know. Maybe you haven't. You know, not everybody's seen a massage table."
5,9,KAREN,"What, do you think I've never had a massage before?"
5,9,GEORGE,"Anyway, I don't even get a thank you. I don't get it!"
5,9,KAREN,"George, frankly, I'm getting a little tired of hearing about her."
5,9,GEORGE,I wanna know what I did to this woman.
5,9,KAREN,"What, you got a little thing for her?"
5,9,GEORGE,"No, No! She's going out with a friend of mine. It's only courteous that we should try and like each other."
5,9,KAREN,What difference does it make? Who cares if she doesn't like you? Does everybody in the world have to like you?
5,9,GEORGE,Yes! Yes! Everybody has to like me. I must be liked!
5,9,ELAINE,Of course I support your decision to change your name.
5,9,JOEL,After the Giant game I realized that this--this problem isn't going away.
5,9,ELAINE,"Well, listen, I just want you to know that I was more than willing to stick it out with Joel Rifkin."
5,9,JOEL,Sure?
5,9,ELAINE,RRR...
5,9,JOEL,O.K. you got your list?
5,9,ELAINE,Yeah. Yeah. 10 names.
5,9,JOEL,Right.
5,9,ELAINE,"O.K. And if somebody objects, you can just veto it."
5,9,JOEL,O.K.
5,9,ELAINE,O.K. You start. What's your first choice?
5,9,JOEL,Stuart.
5,9,ELAINE,No. Second choice.
5,9,JOEL,Stu--Stuart's no good?
5,9,ELAINE,I have never met a normal guy named Stuart.
5,9,JOEL,O-O.K. My second choice is... Todd.
5,9,ELAINE,Todd. No. Veto.
5,9,JOEL,"All right. Oh, hey, I think you're gonna like my first my third choice."
5,9,ELAINE,Great...
5,9,JOEL,Alex.
5,9,ELAINE,"I gotta tell ya, I have a bad association with the name Alex."
5,9,JOEL,Bad bad association?
5,9,ELAINE,"Yeah, in college I sat next to an Alex in art history. And he was always drinking coffee and after every sip he would go `Ahh`. I mean every two seconds `Ahh`. And he would take like 40 sips and after everyone `Ahh`. I had to drop the class."
5,9,JODI,Hey.
5,9,JERRY,Hi.
5,9,JODI,Hi. I was running late and I didn't have a chance to drop off my stuff before I came over.
5,9,JERRY,"Ah, no problem. That's fine."
5,9,JODI,What's with this music?
5,9,JERRY,"That's new age music. Sounds of the forest. I find it soothing. Hey, look at this! What do you know? A massage table! This is great!"
5,9,JODI,What are you doing?
5,9,JERRY,Just checking it out. Look at how this thing is made. Can I tell you something? That's a he'll of a piece of equipment.
5,9,JODI,"Actually, I should get a new one."
5,9,JERRY,"No, nonsense. This one's fine."
5,9,JODI,"So, where do you wanna go?"
5,9,JERRY,"Go? Why go anywhere?  Ahh, that feels good. Yeah. That's, uh... That's good. Yeah, that's nice. That's very nice."
5,9,JODI,"No. No, this isn't good. I can't do this."
5,9,JERRY,"Why, what's wrong?"
5,9,JODI,I can't
5,9,JERRY,No. Yes you can.
5,9,JODI,"No, I can't!"
5,9,JERRY,Come on! I know it's something you wanna do!
5,9,GEORGE,"You know what? I should really go talk to her. Nothing confrontational. Just two adults sitting down trying to clear the air. You know, I just know if I could spend some time alone with her. I've got to. I've got to."
5,9,KAREN,You're going now?
5,9,GEORGE,I think I can still catch her.
5,9,KAREN,All right George. I have had just about enough of this.
5,9,GEORGE,What? What are you talking about.
5,9,KAREN,I am talking about you and Jodi. You're completely obsessed with her!
5,9,GEORGE,I know. I know.
5,9,KAREN,"Who is more important to you, her or me? I like you, she doesn't. Who are you gonna pick?"
5,9,GEORGE,"I'm sorry Karen. I know I care for you, but I just can't stand when someone doesn't like me."
5,9,KAREN,"Well, now I hate you!"
5,9,GEORGE,That I'm used to.
5,9,JOEL,Ned?
5,9,ELAINE,What is wrong with Ned?
5,9,JOEL,Ned's a guy who buys irregular underwear. Next!
5,9,ELAINE,Ellis.
5,9,JOEL,Ellis?! You might as we'll go with Alex. It's the same thing!
5,9,ELAINE,Ellis and Alex aren't even close.
5,9,JOEL,NEXT!
5,9,ELAINE,"Ohh, what is the point?"
5,9,JOEL,"NO, NO. COME ON!"
5,9,ELAINE,O.K. O.K. Remy.
5,9,JOEL,Remy Rifkin? Should I get a beret?
5,9,ELAINE,"Oh, Stuart's a lot better!  Little Stuart Rifkin likes to go shopping with his mother."
5,9,JOEL,Grrrr!
5,9,JERRY,"What do you mean, no?"
5,9,JODI,No means no.
5,9,JERRY,"Look, who are you kidding? You come up to my apartment with your table and your little oils, and I'm not supposed to expect anything? You're a massage teaser."
5,9,JODI,"Listen. I massage who I want, when I want. I don't submit to forcible massage. I'm getting out of here."
5,9,JERRY,Fine. Go.
5,9,GEORGE,"Jerry, could you excuse us for a few minutes, please?"
5,9,JERRY,What for?
5,9,GEORGE,We need to talk.
5,9,JERRY,You need to talk?
5,9,JODI,We have nothing to talk about.
5,9,GEORGE,Look it's no secret what's going on between us. She doesn't like me. Now Jerry if you don't mind.
5,9,JERRY,"George, anything you have to say to her, you can say in front of me."
5,9,GEORGE,Jerry... This woman hates me so much. I'm starting to like her.
5,9,JERRY,What?
5,9,GEORGE,She just dislikes me so much... It's irresistable.
5,9,JERRY,I can see that.
5,9,JODI,I'm getting out of here. Don't call me.
5,9,JERRY,Don't worry.
5,9,GEORGE,A woman that hates me this much comes along once in a lifetime.
5,9,JERRY,You're a lucky guy.
5,9,GEORGE,I got to go after her.
5,9,JERRY,George. I wouldn't push for the massage.
5,9,GEORGE,JODI!
5,9,JERRY,"The swedish are very big massagers. You know? They like the swedish meatballs, swedish massage. They like having meat in their hands these people, for some reason. But it's weird because they have the highest suicide rate, they're rubbing each other's necks all the time for a neutral country they seem kinda tense. I don't really like the idea of getting a professional massage. I don't want people touching me that don't know me and don't want to have sex with me. You know what are you bothering me for? You get me all loosened up, juices flowing, and then that's it ok, you're done. It's like having chocolate rubbed all over your face, you know you wanna go `Excuse me, I think you missed a spot.`"
5,10,JERRY,"You can always tell what was the best year of your father's life, because they seem to just freeze that clothing style and just ride it out to the end, don't they? And it's not like they don't continue shopping, it's just they somehow manage to find new old clothes. Every father is like this fashion time capsule, you know what I mean. It's like they should be on a pedestal, with someone next to 'em going 'This was nineteen sixty-five'. To me the worst thing is shopping for pants. I hate dressing and undressing in that little room. What men need is a place to shop where you go in, you check your pants at the door, and you just walk around the store in your underwear. That would be the best way. Then you'd really have to lie to the salesman. 'Need some help?' 'No, just getting some air.'"
5,10,JERRY,How would you describe the smell in this house?
5,10,ELAINE,Dandruff?
5,10,JERRY,"Yeah, that's part of it. Kasha?"
5,10,ELAINE,There's some kasha.
5,10,JERRY,"Yeah. Dandruff, kasha, mothballs, cheap carpeting. It's pot pourri, really."
5,10,ELAINE,"Alright, let's go, come on."
5,10,GEORGE,Wha... you're going?
5,10,ELAINE,"Yeah. You know we shouldn't have bowled that last game, I'm gonna be late."
5,10,KRAMER,Egh. These aren't candies.
5,10,GEORGE,Wha? Did you use those? These are guest soaps!
5,10,KRAMER,We'll I'm a guest.
5,10,GEORGE,Now my parents are gonna know I had people over.
5,10,JERRY,You're not allowed to have people over?
5,10,GEORGE,I can't have any parties while they're out of town.
5,10,KRAMER,"What, this is a party?"
5,10,ELAINE,"Not any more. Come on, get your ball, we're leaving. Let's go, let's go."
5,10,GEORGE,Wow! Who put this cup right on the new table!
5,10,JERRY,"I was having coffee, I put it on the coffee table."
5,10,GEORGE,"But you didn't use a coaster, Jerry, you left a stain!"
5,10,KRAMER,"Whoah boy. There's always one at every party, huh?"
5,10,ELAINE,Come on!
5,10,JERRY,What's the big rush?
5,10,ELAINE,I'm having people over.
5,10,JERRY,Who?
5,10,ELAINE,"The girls for poker night. You know, Joanne, Renee, Winona..."
5,10,JERRY,"Eh, eh, ah. Winona's gonna be there?"
5,10,ELAINE,Yeah. And she broke up with the vitamin guy.
5,10,JERRY,Really?
5,10,ELAINE,I'll put in a good word for you.
5,10,JERRY,"Thanks, because I would really like..."
5,10,GEORGE,Aaahh!!
5,10,JERRY,"Alright, I'm sorry. I'm sorry."
5,10,GEORGE,"But Jerry, this is not coming out!"
5,10,JERRY,Just put a coffee table book over it.
5,10,GEORGE,My parents don't read! They're gonna wonder what a book is doing on the table!
5,10,KRAMER,"Hey, hey, hey, hey. You know what would make a great coffee table book? A coffee table book about coffee tables! Get it?"
5,10,ELAINE,"Got it! C'mon, let's go, let's go. Bye George."
5,10,GEORGE,"Wait, wait wait, not so fast. Jerry, you gotta take me to get this thing refinished."
5,10,ELAINE,Now?!
5,10,GEORGE,"Yes, now. It's gonna take a few days and my parents are gonna be back. I gotta have it back before them!"
5,10,ELAINE,"Jerry, you promised you'd get me home by seven."
5,10,KRAMER,"Alright, we'll take the subway."
5,10,JERRY,There you go. That'll get you home in time.
5,10,ELAINE,Oh! The subway? From Queens?
5,10,GEORGE,"Alright, Jerry, I'm gonna get my coat."
5,10,JERRY,"I'm sorry Elaine, I'll make it up to you."
5,10,ELAINE,I need something to read on the subway.
5,10,JERRY,"Here, read this."
5,10,ELAINE,TV Guide?
5,10,KRAMER,"Like a history of coffee tables, celebrities and their coffee tables. It's a natural. This is a story that must be told."
5,10,ELAINE,Hmm-mmm.
5,10,KRAMER,"So, you're gonna talk to your boss about it, huh?"
5,10,ELAINE,Hmm-mmm. First thing in the morning.
5,10,KRAMER,Yes indeed.
5,10,TANNOY,"Next stop, Queensboro Plaza."
5,10,KRAMER,"Oh, Queensboro Plaza. This stop is famous for it's gyros, you want one?"
5,10,ELAINE,How are you gonna get something and get back on the train in time?
5,10,KRAMER,"Well, they got a stand right out on the platform. Gyros are cooked, and wrapped, and ready to go. Three dollars, no change. You want one?"
5,10,ELAINE,No thanks.
5,10,KRAMER,"Alright, but no bites."
5,10,RICKY,Highlighter?
5,10,ELAINE,Excuse me?
5,10,RICKY,To highlight the programmes you plan to watch.
5,10,ELAINE,"Ah. Uh, look really  I'm just trying to read."
5,10,RICKY,"Fine, okay. It's just, I've never seen a beautiful lady reading 'the Guide' so far away from a TV. You must really like television."
5,10,KRAMER,Elaine!
5,10,RICKY,Guess your boyfriend'll have to catch the next train.
5,10,ELAINE,He's not my boyfriend.
5,10,RICKY,He's not?  Interesting.
5,10,JERRY,"Hey, maybe I should get Elaine something."
5,10,GEORGE,Why?
5,10,JERRY,"Ah, you know, I didn't drive her home. Plus, I give her a gift in front of Winona, how does that hurt me?"
5,10,GEORGE,Can't hurt you.
5,10,JERRY,"What about, what about this thing?"
5,10,GEORGE,The Indian?
5,10,JERRY,"Yeah. You know, kind of a peace offering. Cute."
5,10,GEPETTO,"Well, I can have the table ready for you on Monday."
5,10,GEORGE,"Alright, but no later, because my parents are coming back."
5,10,GEPETTO,"They left you home alone, huh?"
5,10,RICKY,"Oh, 'kay, see. On this particular Tuesday  you could've watched six hours of Lucy. There's I Love Lucy, The Lucy Show, Here's Lucy."
5,10,ELAINE,"Oh,  my stop. Bye-bye."
5,10,RICKY,Hey miss!  You forgot this!
5,10,GEPETTO,"They don't make these any more. The work is, is all done by hand. Takes years, and years, and... Sylvia! For crying out, you're forty-five minutes late!"
